
quicksort,0.0,10
quicksort,0.0,10
quicksort,0.0,10
quicksort,0.0,100
quicksort,0.0,100
quicksort,0.0,100
quicksort,0.0070018768310546875,1000
quicksort,0.005000591278076172,1000
quicksort,0.00500178337097168,1000
quicksort,0.07001566886901855,10000
quicksort,0.07301497459411621,10000
quicksort,0.07001519203186035,10000
quicksort,0.9632163047790527,100000
quicksort,0.9662177562713623,100000
quicksort,0.972278356552124,100000
quicksort,12.665869951248169,1000000
quicksort,12.614084243774414,1000000
quicksort,12.398008823394775,1000000
quicksort,0.0,25
quicksort,0.0,25
quicksort,0.0,25
quicksort,0.0010004043579101562,250
quicksort,0.0010030269622802734,250
quicksort,0.0009996891021728516,250
quicksort,0.01400303840637207,2500
quicksort,0.014003515243530273,2500
quicksort,0.01400303840637207,2500
quicksort,0.1850416660308838,25000
quicksort,0.19304418563842773,25000
quicksort,0.1945657730102539,25000
quicksort,2.7186386585235596,250000
quicksort,2.6926097869873047,250000
quicksort,2.719615936279297,250000
quicksort,35.24569058418274,2500000
quicksort,36.322856187820435,2500000
quicksort,35.77364134788513,2500000
quicksort,0.0010001659393310547,50
quicksort,0.0,50
quicksort,0.0010001659393310547,50
quicksort,0.0020003318786621094,500
quicksort,0.002001523971557617,500
quicksort,0.002000570297241211,500
quicksort,0.03100728988647461,5000
quicksort,0.03300786018371582,5000
quicksort,0.03200697898864746,5000
quicksort,0.4541027545928955,50000
quicksort,0.4481019973754883,50000
quicksort,0.45310211181640625,50000
quicksort,5.74334192276001,500000
quicksort,5.705005884170532,500000
quicksort,5.760304689407349,500000
quicksort,79.02531051635742,5000000
quicksort,79.84631776809692,5000000
quicksort,80.46334028244019,5000000
quicksort,0.0010001659393310547,75
quicksort,0.0,75
quicksort,0.0,75
quicksort,0.003000020980834961,750
quicksort,0.00400233268737793,750
quicksort,0.003000974655151367,750
quicksort,0.04801130294799805,7500
quicksort,0.050011634826660156,7500
quicksort,0.04801058769226074,7500
quicksort,0.7751758098602295,75000
quicksort,0.7631731033325195,75000
quicksort,0.786177396774292,75000
quicksort,9.397537231445312,750000
quicksort,9.746206045150757,750000
quicksort,8.67367935180664,750000
quicksort,114.0769202709198,7500000
quicksort,112.88674068450928,7500000
quicksort,113.13706016540527,7500000
