timsort,0.0,10
timsort,0.0,10
timsort,0.0,10
timsort,0.0010001659393310547,100
timsort,0.0009999275207519531,100
timsort,0.0009999275207519531,100
timsort,0.041055917739868164,1000
timsort,0.044503211975097656,1000
timsort,0.04601097106933594,1000
timsort,1.8243238925933838,10000
timsort,1.853149652481079,10000
timsort,1.9056026935577393,10000
timsort,67.37905287742615,100000
timsort,96.41115951538086,100000 -> 1048
timsort,69.66205954551697,100000 -> 4096
timsort,67.68212270736694,100000
timsort,66.95518732070923,100000
timsort,0.0,25
timsort,0.0,25
timsort,0.0,25
timsort,0.0,250
timsort,0.005001068115234375,250
timsort,0.0050008296966552734,250
timsort,0.0050013065338134766,250
timsort,0.21569585800170898,2500
timsort,0.22330355644226074,2500
timsort,0.22498011589050293,2500
timsort,8.326355934143066,25000
timsort,8.438692092895508,25000
timsort,12.862739562988281,25000 -> 4096
timsort,8.407885313034058,25000
timsort,349.0506191253662,250000
timsort,347.6259939670563,250000
timsort,349.0814757347107,250000
timsort 313.90404510498047 250000 -> 8192
timsort 321.8013470172882 250000 -> 8192
timsort 279.93810510635376 250000 -> 4096
timsort,0.0010001659393310547,50
timsort,0.0,50
timsort,0.001001119613647461,50
timsort,0.03600764274597168,500 -> 32
timsort,0.021004438400268555,500 -> 64
timsort,0.017004728317260742,500
timsort,0.017003536224365234,500
timsort,0.01700425148010254,500
timsort,1.1767895221710205,5000
timsort,1.194225549697876,5000
timsort,1.176694393157959,5000
timsort,4.9866955280303955,5000 -> 32
timsort,2.4264466762542725,5000 -> 64
timsort,22.333006858825684,50000
timsort,21.98063325881958,50000
timsort,21.946938514709473,50000
timsort,1512.0219311714172,500000
timsort,0.0010001659393310547,75
timsort,0.00099945068359375,75
timsort,0.0009999275207519531,75
timsort,0.03300738334655762,750
timsort,0.03300738334655762,750
timsort,0.03400778770446777,750
timsort,1.8808810710906982,7500
timsort,1.859614372253418,7500
timsort,1.8484156131744385,7500
timsort,45.458768367767334,75000
timsort,45.748416900634766,75000
timsort,45.289684534072876,75000
